,User Name,Languages,Advanced skill,Intermediate skill,Fundamental skill,技能
1595,Ceay,"['Python3', 'MySQL', 'C++', 'Oracle']","['Dynamic Programming', 'x157', 'Backtracking', 'x39', 'Divide and Conquer', 'x25', 'Union Find', 'x24', 'Monotonic Stack', 'x20', 'Trie', 'x19', 'Bitmask', 'x12', 'Segment Tree', 'x12']","['Hash Table', 'x169', 'Math', 'x136', 'Greedy', 'x118', 'Depth-First Search', 'x101', 'Tree', 'x89', 'Binary Search', 'x86', 'Binary Tree', 'x80', 'Breadth-First Search', 'x78']","['Array', 'x497', 'String', 'x239', 'Sorting', 'x120', 'Two Pointers', 'x94', 'Matrix', 'x66', 'Stack', 'x61', 'Linked List', 'x43', 'Simulation', 'x42']",
1596,Laurant,"['Python3', 'C++', 'Python']","['Dynamic Programming', 'x12', 'Backtracking', 'x2', 'Union Find', 'x2', 'Data Stream', 'x1', 'Game Theory', 'x1', 'Rolling Hash', 'x1', 'Trie', 'x1', 'Suffix Array', 'x1']","['Depth-First Search', 'x8', 'Math', 'x8', 'Hash Table', 'x7', 'Tree', 'x5', 'Binary Tree', 'x5', 'Greedy', 'x5', 'Binary Search', 'x5', 'Sliding Window', 'x4']","['Array', 'x29', 'String', 'x13', 'Sorting', 'x7', 'Matrix', 'x4', 'Stack', 'x4', 'Two Pointers', 'x4', 'Simulation', 'x3', 'Queue', 'x2']",
1597,bruce-wayne99,"['C++', 'Java', 'Python']","['Dynamic Programming', 'x194', 'Backtracking', 'x23', 'Monotonic Stack', 'x20', 'Divide and Conquer', 'x15', 'Union Find', 'x11', 'Game Theory', 'x9', 'Trie', 'x9', 'Bitmask', 'x8']","['Hash Table', 'x129', 'Math', 'x100', 'Depth-First Search', 'x83', 'Greedy', 'x78', 'Tree', 'x73', 'Binary Search', 'x69', 'Binary Tree', 'x68', 'Breadth-First Search', 'x62']","['Array', 'x443', 'String', 'x131', 'Sorting', 'x97', 'Two Pointers', 'x59', 'Matrix', 'x57', 'Stack', 'x35', 'Simulation', 'x29', 'Linked List', 'x12']",
1598,EulerianMoe,"['C++', 'Python3', 'Python', 'Java']","['Dynamic Programming', 'x28', 'Backtracking', 'x6', 'Union Find', 'x6', 'Trie', 'x5', 'Game Theory', 'x4', 'Bitmask', 'x4', 'Topological Sort', 'x4', 'Divide and Conquer', 'x3']","['Hash Table', 'x37', 'Greedy', 'x27', 'Math', 'x23', 'Depth-First Search', 'x17', 'Tree', 'x12', 'Binary Search', 'x12', 'Breadth-First Search', 'x12', 'Graph', 'x11']","['Array', 'x104', 'String', 'x42', 'Sorting', 'x21', 'Matrix', 'x16', 'Simulation', 'x13', 'Two Pointers', 'x11', 'Stack', 'x10', 'Enumeration', 'x8']",
1599,toonewbie,"['Python3', 'C++', 'MySQL', 'TypeScript', 'Bash', 'Java']","['Dynamic Programming', 'x29', 'Backtracking', 'x13', 'Divide and Conquer', 'x10', 'Quickselect', 'x2', 'Binary Indexed Tree', 'x2', 'Segment Tree', 'x2', 'Monotonic Stack', 'x2', 'Game Theory', 'x1']","['Hash Table', 'x50', 'Math', 'x44', 'Greedy', 'x22', 'Bit Manipulation', 'x22', 'Tree', 'x20', 'Binary Tree', 'x18', 'Depth-First Search', 'x18', 'Binary Search', 'x17']","['Array', 'x118', 'String', 'x67', 'Sorting', 'x34', 'Two Pointers', 'x29', 'Linked List', 'x17', 'Simulation', 'x16', 'Stack', 'x13', 'Matrix', 'x12']",
1600,satvikb,['C++'],"['Dynamic Programming', 'x97', 'Backtracking', 'x15', 'Divide and Conquer', 'x12', 'Union Find', 'x8', 'Bitmask', 'x7', 'Monotonic Stack', 'x7', 'Trie', 'x5', 'Topological Sort', 'x5']","['Hash Table', 'x52', 'Math', 'x40', 'Depth-First Search', 'x39', 'Tree', 'x37', 'Greedy', 'x37', 'Breadth-First Search', 'x35', 'Binary Tree', 'x34', 'Binary Search', 'x30']","['Array', 'x192', 'String', 'x59', 'Sorting', 'x55', 'Two Pointers', 'x34', 'Matrix', 'x25', 'Stack', 'x16', 'Linked List', 'x11', 'Simulation', 'x9']",
1601,ranksvm,"['Python', 'Python3', 'C++', 'MySQL', 'C']","['Dynamic Programming', 'x281', 'Backtracking', 'x64', 'Union Find', 'x57', 'Divide and Conquer', 'x37', 'Monotonic Stack', 'x35', 'Trie', 'x32', 'Bitmask', 'x22', 'Segment Tree', 'x20']","['Hash Table', 'x338', 'Math', 'x285', 'Greedy', 'x219', 'Depth-First Search', 'x176', 'Binary Search', 'x156', 'Breadth-First Search', 'x146', 'Tree', 'x139', 'Bit Manipulation', 'x119']","['Array', 'x957', 'String', 'x438', 'Sorting', 'x225', 'Matrix', 'x130', 'Two Pointers', 'x128', 'Stack', 'x93', 'Simulation', 'x89', 'Linked List', 'x51']",
1602,matchalatte,"['Java', 'Python3', 'C++', 'MySQL']","['Dynamic Programming', 'x175', 'Backtracking', 'x58', 'Union Find', 'x28', 'Divide and Conquer', 'x24', 'Trie', 'x23', 'Monotonic Stack', 'x23', 'Game Theory', 'x11', 'Bitmask', 'x10']","['Hash Table', 'x250', 'Math', 'x189', 'Depth-First Search', 'x157', 'Tree', 'x134', 'Breadth-First Search', 'x126', 'Binary Tree', 'x121', 'Greedy', 'x110', 'Binary Search', 'x83']","['Array', 'x624', 'String', 'x317', 'Sorting', 'x148', 'Two Pointers', 'x115', 'Matrix', 'x96', 'Stack', 'x72', 'Simulation', 'x61', 'Linked List', 'x50']",
1603,julianzhao0101,"['Java', 'C++', 'Python']","['Dynamic Programming', 'x134', 'Backtracking', 'x38', 'Union Find', 'x21', 'Divide and Conquer', 'x19', 'Monotonic Stack', 'x17', 'Trie', 'x15', 'Segment Tree', 'x11', 'Topological Sort', 'x10']","['Hash Table', 'x188', 'Math', 'x132', 'Greedy', 'x122', 'Depth-First Search', 'x86', 'Binary Search', 'x85', 'Tree', 'x67', 'Breadth-First Search', 'x66', 'Bit Manipulation', 'x62']","['Array', 'x524', 'String', 'x243', 'Sorting', 'x128', 'Two Pointers', 'x79', 'Matrix', 'x69', 'Simulation', 'x61', 'Stack', 'x51', 'Linked List', 'x42']",
1604,Chatillon-25T,"['C++', 'Java', 'Python']","['Dynamic Programming', 'x96', 'Backtracking', 'x31', 'Union Find', 'x14', 'Divide and Conquer', 'x13', 'Trie', 'x13', 'Data Stream', 'x9', 'Monotonic Stack', 'x9', 'Game Theory', 'x6']","['Hash Table', 'x133', 'Math', 'x111', 'Greedy', 'x69', 'Depth-First Search', 'x66', 'Breadth-First Search', 'x60', 'Binary Search', 'x58', 'Tree', 'x48', 'Binary Tree', 'x47']","['Array', 'x323', 'String', 'x159', 'Sorting', 'x79', 'Two Pointers', 'x63', 'Matrix', 'x57', 'Stack', 'x42', 'Simulation', 'x30', 'Linked List', 'x26']",
1605,Rayleigh0328,"['C++', 'Java', 'Bash', 'Python']","['Dynamic Programming', 'x307', 'Backtracking', 'x71', 'Union Find', 'x44', 'Divide and Conquer', 'x36', 'Monotonic Stack', 'x35', 'Trie', 'x28', 'Bitmask', 'x27', 'Game Theory', 'x18']","['Math', 'x320', 'Hash Table', 'x316', 'Greedy', 'x203', 'Depth-First Search', 'x182', 'Binary Search', 'x157', 'Tree', 'x145', 'Breadth-First Search', 'x144', 'Binary Tree', 'x121']","['Array', 'x944', 'String', 'x430', 'Sorting', 'x218', 'Matrix', 'x132', 'Two Pointers', 'x121', 'Stack', 'x100', 'Simulation', 'x78', 'Linked List', 'x55']",
1606,Peak_2250_MID_in_King-of-Glory,"['C++', 'Java', 'Python3']",,,,
1607,lydxlx,"['Python3', 'Java', 'C++', 'C', 'MySQL']","['Dynamic Programming', 'x187', 'Union Find', 'x28', 'Backtracking', 'x27', 'Monotonic Stack', 'x20', 'Divide and Conquer', 'x19', 'Bitmask', 'x17', 'Segment Tree', 'x16', 'Trie', 'x13']","['Hash Table', 'x180', 'Math', 'x162', 'Greedy', 'x126', 'Binary Search', 'x95', 'Depth-First Search', 'x91', 'Breadth-First Search', 'x86', 'Bit Manipulation', 'x75', 'Tree', 'x72']","['Array', 'x558', 'String', 'x222', 'Sorting', 'x131', 'Matrix', 'x74', 'Two Pointers', 'x65', 'Stack', 'x54', 'Simulation', 'x46', 'Linked List', 'x20']",
1608,zsk99881,"['Python3', 'Java', 'Python', 'C++', 'MySQL']","['Dynamic Programming', 'x142', 'Backtracking', 'x26', 'Divide and Conquer', 'x21', 'Monotonic Stack', 'x19', 'Union Find', 'x18', 'Trie', 'x14', 'Segment Tree', 'x10', 'Binary Indexed Tree', 'x8']","['Hash Table', 'x134', 'Depth-First Search', 'x86', 'Math', 'x81', 'Breadth-First Search', 'x80', 'Greedy', 'x77', 'Tree', 'x69', 'Binary Search', 'x67', 'Binary Tree', 'x54']","['Array', 'x370', 'String', 'x155', 'Sorting', 'x95', 'Matrix', 'x58', 'Stack', 'x46', 'Two Pointers', 'x44', 'Linked List', 'x29', 'Simulation', 'x25']",
1609,,[],,,,
1610,,[],,,,
1611,DeepBorys,['Python3'],"['Dynamic Programming', 'x134', 'Backtracking', 'x38', 'Union Find', 'x22', 'Monotonic Stack', 'x18', 'Divide and Conquer', 'x17', 'Topological Sort', 'x12', 'Game Theory', 'x11', 'Binary Indexed Tree', 'x10']","['Hash Table', 'x183', 'Math', 'x159', 'Greedy', 'x122', 'Binary Search', 'x81', 'Depth-First Search', 'x69', 'Breadth-First Search', 'x69', 'Bit Manipulation', 'x58', 'Tree', 'x49']","['Array', 'x544', 'String', 'x208', 'Sorting', 'x140', 'Matrix', 'x75', 'Two Pointers', 'x70', 'Simulation', 'x57', 'Stack', 'x39', 'Enumeration', 'x24']",
1612,binsjl,"['C++', 'Python3', 'Python']","['Dynamic Programming', 'x71', 'Backtracking', 'x19', 'Divide and Conquer', 'x13', 'Union Find', 'x10', 'Trie', 'x7', 'Monotonic Stack', 'x7', 'Bitmask', 'x4', 'Shortest Path', 'x4']","['Hash Table', 'x90', 'Math', 'x62', 'Depth-First Search', 'x54', 'Tree', 'x46', 'Greedy', 'x46', 'Breadth-First Search', 'x41', 'Binary Tree', 'x37', 'Binary Search', 'x31']","['Array', 'x222', 'String', 'x109', 'Sorting', 'x60', 'Two Pointers', 'x41', 'Matrix', 'x34', 'Stack', 'x28', 'Linked List', 'x24', 'Simulation', 'x16']",
1613,ugiknet,"['Python3', 'C++', 'Python']","['Dynamic Programming', 'x369', 'Backtracking', 'x90', 'Union Find', 'x61', 'Trie', 'x42', 'Monotonic Stack', 'x42', 'Divide and Conquer', 'x40', 'Bitmask', 'x33', 'Topological Sort', 'x27']","['Hash Table', 'x401', 'Math', 'x355', 'Depth-First Search', 'x246', 'Greedy', 'x241', 'Breadth-First Search', 'x192', 'Tree', 'x191', 'Binary Search', 'x176', 'Binary Tree', 'x158']","['Array', 'x1136', 'String', 'x540', 'Sorting', 'x252', 'Matrix', 'x165', 'Two Pointers', 'x146', 'Stack', 'x125', 'Simulation', 'x95', 'Linked List', 'x68']",
1614,patel_h,"['C++', 'Java', 'MySQL']","['Dynamic Programming', 'x123', 'Backtracking', 'x22', 'Union Find', 'x17', 'Divide and Conquer', 'x12', 'Game Theory', 'x11', 'Bitmask', 'x9', 'Trie', 'x9', 'Monotonic Stack', 'x9']","['Hash Table', 'x81', 'Math', 'x60', 'Greedy', 'x56', 'Depth-First Search', 'x43', 'Binary Search', 'x41', 'Tree', 'x38', 'Bit Manipulation', 'x32', 'Breadth-First Search', 'x28']","['Array', 'x280', 'String', 'x98', 'Sorting', 'x65', 'Matrix', 'x36', 'Two Pointers', 'x36', 'Simulation', 'x27', 'Stack', 'x21', 'Enumeration', 'x15']",
1615,pathetic-puppy,"['C++', 'Python3']","['Dynamic Programming', 'x51', 'Monotonic Stack', 'x15', 'Union Find', 'x9', 'Divide and Conquer', 'x6', 'Binary Indexed Tree', 'x6', 'Segment Tree', 'x6', 'Bitmask', 'x3', 'Data Stream', 'x1']","['Greedy', 'x25', 'Hash Table', 'x22', 'Binary Search', 'x19', 'Math', 'x15', 'Tree', 'x11', 'Depth-First Search', 'x10', 'Bit Manipulation', 'x10', 'Binary Tree', 'x7']","['Array', 'x98', 'String', 'x32', 'Sorting', 'x23', 'Stack', 'x22', 'Matrix', 'x12', 'Two Pointers', 'x7', 'Simulation', 'x4', 'Enumeration', 'x4']",
1616,sevenloldev,['Java'],"['Dynamic Programming', 'x4', 'Rolling Hash', 'x1', 'Backtracking', 'x1', 'Bitmask', 'x1', 'Trie', 'x1', 'Binary Indexed Tree', 'x1', 'Topological Sort', 'x1']","['Hash Table', 'x12', 'Math', 'x7', 'Greedy', 'x6', 'Binary Search', 'x3', 'Tree', 'x2', 'Depth-First Search', 'x2', 'Bit Manipulation', 'x2', 'Binary Tree', 'x1']","['Array', 'x27', 'String', 'x8', 'Simulation', 'x5', 'Sorting', 'x5', 'Enumeration', 'x4', 'Stack', 'x2', 'Matrix', 'x1', 'Linked List', 'x1']",
1617,hancuizeaux,"['Python3', 'Python', 'MySQL', 'C++', 'Bash']","['Dynamic Programming', 'x283', 'Backtracking', 'x74', 'Union Find', 'x46', 'Trie', 'x35', 'Divide and Conquer', 'x34', 'Monotonic Stack', 'x32', 'Bitmask', 'x24', 'Game Theory', 'x17']","['Hash Table', 'x302', 'Math', 'x287', 'Depth-First Search', 'x206', 'Greedy', 'x164', 'Breadth-First Search', 'x162', 'Tree', 'x158', 'Binary Tree', 'x136', 'Binary Search', 'x130']","['Array', 'x834', 'String', 'x419', 'Sorting', 'x185', 'Matrix', 'x127', 'Two Pointers', 'x122', 'Stack', 'x102', 'Simulation', 'x62', 'Linked List', 'x56']",
1618,YanJF,"['Java', 'Python3', 'C++', 'Python', 'Scala', 'MySQL', 'Bash', 'Go']","['Dynamic Programming', 'x230', 'Backtracking', 'x47', 'Union Find', 'x29', 'Bitmask', 'x27', 'Monotonic Stack', 'x27', 'Topological Sort', 'x22', 'Trie', 'x19', 'Segment Tree', 'x19']","['Hash Table', 'x189', 'Math', 'x168', 'Greedy', 'x159', 'Binary Search', 'x122', 'Depth-First Search', 'x82', 'Bit Manipulation', 'x75', 'Breadth-First Search', 'x70', 'Graph', 'x60']","['Array', 'x610', 'String', 'x258', 'Sorting', 'x139', 'Matrix', 'x71', 'Stack', 'x62', 'Two Pointers', 'x61', 'Simulation', 'x50', 'Enumeration', 'x26']",
1619,shantanu_joshi21,"['C++', 'MySQL', 'Java', 'Oracle', 'MS SQL Server']","['Dynamic Programming', 'x131', 'Backtracking', 'x32', 'Union Find', 'x27', 'Divide and Conquer', 'x25', 'Trie', 'x18', 'Monotonic Stack', 'x15', 'Segment Tree', 'x12', 'Topological Sort', 'x12']","['Hash Table', 'x153', 'Depth-First Search', 'x119', 'Math', 'x102', 'Breadth-First Search', 'x92', 'Binary Search', 'x89', 'Tree', 'x86', 'Greedy', 'x80', 'Binary Tree', 'x74']","['Array', 'x412', 'String', 'x174', 'Sorting', 'x111', 'Two Pointers', 'x71', 'Matrix', 'x65', 'Stack', 'x50', 'Linked List', 'x40', 'Simulation', 'x34']",
1620,Gambler147,"['Python3', 'Java', 'Python', 'C++', 'MySQL']","['Dynamic Programming', 'x169', 'Backtracking', 'x31', 'Monotonic Stack', 'x26', 'Divide and Conquer', 'x20', 'Union Find', 'x19', 'Bitmask', 'x15', 'Segment Tree', 'x12', 'Topological Sort', 'x12']","['Hash Table', 'x164', 'Math', 'x152', 'Greedy', 'x123', 'Depth-First Search', 'x89', 'Binary Search', 'x79', 'Tree', 'x73', 'Breadth-First Search', 'x69', 'Binary Tree', 'x62']","['Array', 'x539', 'String', 'x221', 'Sorting', 'x124', 'Two Pointers', 'x74', 'Matrix', 'x71', 'Stack', 'x65', 'Simulation', 'x48', 'Linked List', 'x34']",
1621,jarvis57,"['Python3', 'Python', 'C++']","['Dynamic Programming', 'x60', 'Backtracking', 'x18', 'Union Find', 'x18', 'Divide and Conquer', 'x16', 'Trie', 'x9', 'Monotonic Stack', 'x6', 'Binary Indexed Tree', 'x5', 'Segment Tree', 'x5']","['Hash Table', 'x90', 'Depth-First Search', 'x74', 'Breadth-First Search', 'x59', 'Math', 'x58', 'Tree', 'x57', 'Binary Tree', 'x56', 'Binary Search', 'x40', 'Greedy', 'x35']","['Array', 'x222', 'String', 'x110', 'Two Pointers', 'x48', 'Sorting', 'x46', 'Matrix', 'x41', 'Stack', 'x35', 'Linked List', 'x30', 'Simulation', 'x19']",
1622,mariusd,"['C++', 'Python3', 'MySQL', 'Bash']","['Dynamic Programming', 'x198', 'Backtracking', 'x50', 'Union Find', 'x30', 'Divide and Conquer', 'x28', 'Monotonic Stack', 'x25', 'Trie', 'x16', 'Segment Tree', 'x14', 'Data Stream', 'x11']","['Hash Table', 'x317', 'Math', 'x237', 'Greedy', 'x174', 'Depth-First Search', 'x159', 'Tree', 'x136', 'Breadth-First Search', 'x123', 'Binary Tree', 'x115', 'Binary Search', 'x102']","['Array', 'x773', 'String', 'x397', 'Sorting', 'x200', 'Two Pointers', 'x106', 'Matrix', 'x99', 'Simulation', 'x87', 'Stack', 'x76', 'Linked List', 'x52']",
1623,hwei002,"['Python3', 'MySQL', 'Python', 'Bash']","['Dynamic Programming', 'x266', 'Backtracking', 'x71', 'Union Find', 'x46', 'Divide and Conquer', 'x33', 'Trie', 'x33', 'Monotonic Stack', 'x32', 'Topological Sort', 'x18', 'Segment Tree', 'x17']","['Hash Table', 'x298', 'Math', 'x273', 'Depth-First Search', 'x214', 'Breadth-First Search', 'x170', 'Tree', 'x165', 'Greedy', 'x158', 'Binary Tree', 'x145', 'Database', 'x129']","['Array', 'x798', 'String', 'x401', 'Sorting', 'x189', 'Matrix', 'x131', 'Two Pointers', 'x120', 'Stack', 'x105', 'Simulation', 'x64', 'Linked List', 'x57']",
1624,gxtchenry,"['Python3', 'C++', 'Python', 'MySQL', 'Scala', 'Java', 'JavaScript']","['Dynamic Programming', 'x299', 'Backtracking', 'x71', 'Union Find', 'x47', 'Divide and Conquer', 'x35', 'Monotonic Stack', 'x34', 'Trie', 'x33', 'Bitmask', 'x25', 'Segment Tree', 'x19']","['Hash Table', 'x279', 'Math', 'x244', 'Depth-First Search', 'x187', 'Greedy', 'x164', 'Breadth-First Search', 'x148', 'Tree', 'x142', 'Binary Search', 'x130', 'Binary Tree', 'x122']","['Array', 'x783', 'String', 'x375', 'Sorting', 'x170', 'Matrix', 'x118', 'Two Pointers', 'x116', 'Stack', 'x93', 'Linked List', 'x52', 'Simulation', 'x48']",
1625,kyttndr,"['Python3', 'Java', 'Python', 'C++', 'MySQL']","['Dynamic Programming', 'x162', 'Backtracking', 'x46', 'Union Find', 'x34', 'Divide and Conquer', 'x24', 'Trie', 'x24', 'Monotonic Stack', 'x17', 'Topological Sort', 'x13', 'Data Stream', 'x11']","['Hash Table', 'x197', 'Depth-First Search', 'x137', 'Math', 'x126', 'Tree', 'x108', 'Greedy', 'x107', 'Breadth-First Search', 'x103', 'Binary Search', 'x95', 'Binary Tree', 'x90']","['Array', 'x533', 'String', 'x241', 'Sorting', 'x123', 'Two Pointers', 'x91', 'Matrix', 'x89', 'Stack', 'x61', 'Linked List', 'x49', 'Simulation', 'x45']",
1626,ttjtftx,"['C++', 'Python3', 'C', 'Python', 'Bash']","['Dynamic Programming', 'x81', 'Backtracking', 'x23', 'Union Find', 'x15', 'Divide and Conquer', 'x13', 'Monotonic Stack', 'x10', 'Trie', 'x8', 'Game Theory', 'x6', 'Bitmask', 'x5']","['Hash Table', 'x95', 'Depth-First Search', 'x75', 'Math', 'x75', 'Tree', 'x69', 'Binary Tree', 'x62', 'Breadth-First Search', 'x53', 'Greedy', 'x43', 'Binary Search', 'x36']","['Array', 'x240', 'String', 'x130', 'Sorting', 'x52', 'Two Pointers', 'x50', 'Stack', 'x33', 'Matrix', 'x29', 'Linked List', 'x24', 'Simulation', 'x16']",
1627,icekh,"['Python3', 'Java', 'C++', 'Bash']","['Dynamic Programming', 'x170', 'Backtracking', 'x50', 'Union Find', 'x34', 'Monotonic Stack', 'x25', 'Divide and Conquer', 'x24', 'Trie', 'x22', 'Bitmask', 'x16', 'Topological Sort', 'x14']","['Hash Table', 'x207', 'Math', 'x132', 'Depth-First Search', 'x116', 'Greedy', 'x111', 'Binary Search', 'x100', 'Breadth-First Search', 'x96', 'Tree', 'x81', 'Binary Tree', 'x69']","['Array', 'x574', 'String', 'x250', 'Sorting', 'x138', 'Matrix', 'x87', 'Two Pointers', 'x82', 'Stack', 'x71', 'Simulation', 'x50', 'Linked List', 'x47']",
1628,swordfeng,"['Python3', 'C++', 'Rust', 'JavaScript', 'Scala', 'Python', 'C', 'Java', 'Go', 'MySQL']","['Dynamic Programming', 'x75', 'Backtracking', 'x29', 'Divide and Conquer', 'x14', 'Union Find', 'x14', 'Monotonic Stack', 'x11', 'Trie', 'x9', 'Segment Tree', 'x5', 'Game Theory', 'x4']","['Math', 'x92', 'Hash Table', 'x89', 'Depth-First Search', 'x56', 'Greedy', 'x49', 'Breadth-First Search', 'x47', 'Tree', 'x46', 'Binary Tree', 'x45', 'Binary Search', 'x33']","['Array', 'x243', 'String', 'x113', 'Two Pointers', 'x59', 'Sorting', 'x46', 'Matrix', 'x41', 'Stack', 'x38', 'Linked List', 'x33', 'Simulation', 'x24']",
1629,,[],,,,
1630,,[],,,,
1631,arjune,"['C++', 'MySQL']","['Dynamic Programming', 'x145', 'Backtracking', 'x27', 'Union Find', 'x21', 'Monotonic Stack', 'x21', 'Divide and Conquer', 'x20', 'Trie', 'x12', 'Binary Indexed Tree', 'x12', 'Segment Tree', 'x12']","['Hash Table', 'x121', 'Greedy', 'x77', 'Depth-First Search', 'x70', 'Binary Search', 'x64', 'Math', 'x60', 'Tree', 'x55', 'Breadth-First Search', 'x51', 'Binary Tree', 'x45']","['Array', 'x336', 'String', 'x132', 'Sorting', 'x84', 'Matrix', 'x49', 'Stack', 'x43', 'Two Pointers', 'x38', 'Linked List', 'x26', 'Simulation', 'x15']",
1632,fuppy,['C++'],"['Dynamic Programming', 'x9', 'Data Stream', 'x1', 'Bitmask', 'x1', 'Trie', 'x1', 'Union Find', 'x1', 'Topological Sort', 'x1']","['Hash Table', 'x10', 'Depth-First Search', 'x7', 'Math', 'x5', 'Tree', 'x4', 'Binary Tree', 'x4', 'Bit Manipulation', 'x4', 'Breadth-First Search', 'x3', 'Graph', 'x2']","['Array', 'x19', 'String', 'x14', 'Sorting', 'x7', 'Matrix', 'x2', 'Simulation', 'x1', 'Stack', 'x1', 'Linked List', 'x1', 'Two Pointers', 'x1']",
1633,hirokazu1020,['C++'],"['Dynamic Programming', 'x30', 'Union Find', 'x8', 'Backtracking', 'x5', 'Trie', 'x4', 'Game Theory', 'x3', 'Monotonic Stack', 'x3', 'Topological Sort', 'x3', 'Data Stream', 'x2']","['Hash Table', 'x39', 'Math', 'x32', 'Depth-First Search', 'x22', 'Greedy', 'x19', 'Tree', 'x14', 'Binary Tree', 'x13', 'Breadth-First Search', 'x13', 'Graph', 'x10']","['Array', 'x99', 'String', 'x46', 'Sorting', 'x23', 'Matrix', 'x15', 'Two Pointers', 'x13', 'Stack', 'x9', 'Simulation', 'x5', 'Queue', 'x3']",
1634,BrehamPie,"['C++', 'JavaScript']","['Dynamic Programming', 'x78', 'Union Find', 'x19', 'Backtracking', 'x17', 'Divide and Conquer', 'x15', 'Trie', 'x13', 'Monotonic Stack', 'x10', 'Data Stream', 'x6', 'Game Theory', 'x4']","['Hash Table', 'x185', 'Math', 'x137', 'Depth-First Search', 'x78', 'Tree', 'x67', 'Greedy', 'x66', 'Breadth-First Search', 'x64', 'Binary Tree', 'x54', 'Binary Search', 'x50']","['Array', 'x433', 'String', 'x242', 'Sorting', 'x101', 'Two Pointers', 'x59', 'Matrix', 'x55', 'Simulation', 'x54', 'Stack', 'x36', 'Linked List', 'x24']",
1635,bogo7846,"['Python3', 'MySQL', 'C++', 'MS SQL Server', 'Java', 'Rust', 'Python']","['Dynamic Programming', 'x216', 'Backtracking', 'x42', 'Union Find', 'x41', 'Divide and Conquer', 'x28', 'Monotonic Stack', 'x26', 'Trie', 'x22', 'Topological Sort', 'x15', 'Bitmask', 'x14']","['Hash Table', 'x259', 'Math', 'x183', 'Greedy', 'x165', 'Depth-First Search', 'x156', 'Tree', 'x126', 'Database', 'x125', 'Breadth-First Search', 'x123', 'Binary Search', 'x121']","['Array', 'x733', 'String', 'x305', 'Sorting', 'x168', 'Matrix', 'x104', 'Two Pointers', 'x85', 'Stack', 'x71', 'Simulation', 'x70', 'Linked List', 'x49']",
1636,doreamon_,"['C++', 'MySQL']","['Dynamic Programming', 'x102', 'Union Find', 'x32', 'Monotonic Stack', 'x22', 'Divide and Conquer', 'x16', 'Backtracking', 'x14', 'Trie', 'x13', 'Binary Indexed Tree', 'x7', 'Segment Tree', 'x7']","['Depth-First Search', 'x99', 'Hash Table', 'x86', 'Binary Search', 'x84', 'Tree', 'x71', 'Breadth-First Search', 'x71', 'Binary Tree', 'x62', 'Greedy', 'x58', 'Math', 'x57']","['Array', 'x265', 'String', 'x91', 'Stack', 'x55', 'Sorting', 'x52', 'Two Pointers', 'x52', 'Linked List', 'x39', 'Matrix', 'x36', 'Simulation', 'x19']",
1637,abhigyankole,"['Java', 'MySQL', 'C', 'C++']","['Dynamic Programming', 'x155', 'Backtracking', 'x35', 'Divide and Conquer', 'x21', 'Monotonic Stack', 'x19', 'Bitmask', 'x16', 'Trie', 'x15', 'Game Theory', 'x12', 'Union Find', 'x12']","['Hash Table', 'x120', 'Math', 'x94', 'Depth-First Search', 'x80', 'Greedy', 'x74', 'Tree', 'x68', 'Breadth-First Search', 'x65', 'Binary Tree', 'x62', 'Binary Search', 'x50']","['Array', 'x380', 'String', 'x171', 'Sorting', 'x92', 'Two Pointers', 'x61', 'Matrix', 'x52', 'Stack', 'x51', 'Simulation', 'x27', 'Linked List', 'x26']",
1638,changhsumath666,"['C++', 'Python3', 'Python', 'Java', 'MySQL']","['Dynamic Programming', 'x264', 'Backtracking', 'x62', 'Union Find', 'x55', 'Divide and Conquer', 'x38', 'Trie', 'x29', 'Bitmask', 'x24', 'Monotonic Stack', 'x24', 'Topological Sort', 'x22']","['Hash Table', 'x329', 'Math', 'x262', 'Greedy', 'x193', 'Depth-First Search', 'x176', 'Breadth-First Search', 'x150', 'Binary Search', 'x144', 'Tree', 'x138', 'Binary Tree', 'x113']","['Array', 'x895', 'String', 'x387', 'Sorting', 'x212', 'Matrix', 'x128', 'Two Pointers', 'x117', 'Simulation', 'x89', 'Stack', 'x80', 'Linked List', 'x55']",
1639,QYHamster,"['C++', 'Python']","['Dynamic Programming', 'x29', 'Backtracking', 'x9', 'Bitmask', 'x4', 'Union Find', 'x3', 'Divide and Conquer', 'x2', 'Trie', 'x2', 'Monotonic Stack', 'x2', 'Shortest Path', 'x2']","['Hash Table', 'x19', 'Math', 'x15', 'Greedy', 'x14', 'Depth-First Search', 'x12', 'Tree', 'x11', 'Binary Search', 'x10', 'Binary Tree', 'x8', 'Breadth-First Search', 'x7']","['Array', 'x71', 'String', 'x35', 'Sorting', 'x14', 'Matrix', 'x13', 'Two Pointers', 'x7', 'Simulation', 'x4', 'Stack', 'x4', 'Enumeration', 'x3']",
